ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
A_32_P465742,1.57E-05,9.93E-08,-6.72,7.79838,-3.97,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
A_24_P407259,1.57E-05,1.00E-07,-6.72,7.789474,-5.43,SOX21,SRY-box 21
A_23_P380309,1.59E-05,1.01E-07,-6.71,7.777045,-3.57,DYNAP,dynactin associated protein
A_24_P298946,1.60E-05,1.03E-07,6.71,7.76655,3.36,,
A_23_P163306,1.60E-05,1.03E-07,-6.71,7.762646,-4.69,CGNL1,cingulin like 1
A_24_P923612,1.60E-05,1.03E-07,6.71,7.759636,4.95,PTHLH,parathyroid hormone like hormone
A_23_P167263,1.61E-05,1.04E-07,-6.7,7.752284,-2.05,JADE1,jade family PHD finger 1
A_23_P52198,1.63E-05,1.07E-07,-6.7,7.727572,-2.64,MPP7,membrane palmitoylated protein 7
A_24_P930327,1.63E-05,1.07E-07,-6.7,7.727118,-4.43,,
A_23_P321501,1.63E-05,1.07E-07,6.7,7.725716,5.38,DHRS2,dehydrogenase/reductase 2
A_23_P500741,1.64E-05,1.08E-07,-6.69,7.717343,-2.83,CBFA2T3,CBFA2/RUNX1 translocation partner 3
A_32_P331700,1.65E-05,1.09E-07,-6.69,7.709212,-3.21,,
A_23_P60933,1.65E-05,1.10E-07,6.69,7.701484,2.54,MT1G,metallothionein 1G
A_32_P59678,1.65E-05,1.10E-07,-6.69,7.700851,-3.22,FAM221A,family with sequence similarity 221 member A
A_23_P205789,1.68E-05,1.12E-07,6.68,7.678539,1.58,GABPB1,GA binding protein transcription factor beta subunit 1
A_23_P370707,1.69E-05,1.13E-07,6.68,7.671469,2.59,,
A_23_P94795,1.69E-05,1.14E-07,6.67,7.666211,1.81,TEAD4,TEA domain transcription factor 4
A_23_P133691,1.70E-05,1.15E-07,-6.67,7.659823,-4.35,RRAGD,Ras related GTP binding D
A_23_P87007,1.75E-05,1.19E-07,-6.66,7.626562,-3.21,HTR3B,5-hydroxytryptamine receptor 3B
A_23_P208880,1.79E-05,1.22E-07,6.65,7.602369,1.8,UHRF1,ubiquitin like with PHD and ring finger domains 1
A_23_P128447,1.83E-05,1.25E-07,-6.64,7.574346,-3.2,LRRK2,leucine rich repeat kinase 2
A_23_P69531,1.85E-05,1.27E-07,-6.64,7.561038,-4.18,KLB,klotho beta
A_32_P193378,1.88E-05,1.29E-07,-6.63,7.543467,-3.51,PYGO1,pygopus family PHD finger 1
A_23_P162719,1.93E-05,1.33E-07,6.62,7.515807,2.03,DIAPH3,diaphanous related formin 3
A_23_P408363,1.93E-05,1.34E-07,-6.62,7.511818,-3.82,ITGBL1,integrin subunit beta like 1
A_24_P134626,1.94E-05,1.35E-07,6.62,7.501032,2.29,TXLNG,taxilin gamma
A_23_P108216,1.94E-05,1.35E-07,-6.62,7.499301,-3.13,FXYD1,FXYD domain containing ion transport regulator 1
A_32_P378821,1.94E-05,1.36E-07,-6.62,7.498279,-2.94,C5orf66,chromosome 5 open reading frame 66
A_23_P152963,1.96E-05,1.37E-07,-6.61,7.485383,-1.54,BORCS6,BLOC-1 related complex subunit 6
A_23_P113111,1.98E-05,1.40E-07,-6.6,7.466113,-3.17,AR,androgen receptor
A_23_P86623,1.98E-05,1.40E-07,6.6,7.464797,2.16,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7
A_24_P293698,1.98E-05,1.40E-07,-6.6,7.464354,-2.99,RSPO1,R-spondin 1
A_23_P25187,2.00E-05,1.42E-07,-6.6,7.45236,-3.88,KRT81,keratin 81
A_23_P137697,2.03E-05,1.45E-07,-6.59,7.434064,-5.37,SELP,selectin P
A_23_P129064,2.04E-05,1.46E-07,-6.59,7.425386,-4.35,GATM,glycine amidinotransferase
A_24_P75748,2.05E-05,1.47E-07,6.59,7.416638,3.64,,
A_23_P112957,2.05E-05,1.48E-07,-6.59,7.41284,-4.12,,
A_32_P94631,2.06E-05,1.49E-07,-6.58,7.405379,-3.29,,
A_32_P179177,2.11E-05,1.54E-07,-6.57,7.377509,-3.28,SYT15,synaptotagmin 15
A_23_P217236,2.12E-05,1.55E-07,6.57,7.370337,1.98,HMGB3,high mobility group box 3
A_32_P216041,2.12E-05,1.55E-07,-6.57,7.369532,-4.71,,
A_32_P70315,2.15E-05,1.58E-07,-6.56,7.351187,-3.85,TIMP4,TIMP metallopeptidase inhibitor 4
A_23_P89871,2.18E-05,1.61E-07,-6.56,7.334949,-2.72,ZNF415,zinc finger protein 415
A_23_P112452,2.21E-05,1.64E-07,-6.55,7.316589,-3.13,GGTA1P,"glycoprotein, alpha-galactosyltransferase 1 pseudogene"
A_23_P397285,2.24E-05,1.66E-07,6.55,7.300651,3.9,LY6K,"lymphocyte antigen 6 complex, locus K"
A_23_P76312,2.26E-05,1.68E-07,-6.54,7.290222,-4.42,GUCY2C,guanylate cyclase 2C
A_23_P165778,2.27E-05,1.70E-07,-6.54,7.281818,-3.6,MLPH,melanophilin
A_32_P40596,2.27E-05,1.70E-07,-6.54,7.280808,-3.65,KCNA2,potassium voltage-gated channel subfamily A member 2
A_23_P52888,2.32E-05,1.74E-07,-6.53,7.25639,-2.84,MPPED2,metallophosphoesterase domain containing 2
A_23_P37983,2.32E-05,1.75E-07,6.53,7.253273,2.53,MT1B,metallothionein 1B
A_23_P146584,2.32E-05,1.76E-07,6.53,7.248507,1.67,MSANTD3,Myb/SANT DNA binding domain containing 3
A_32_P159651,2.33E-05,1.77E-07,-6.52,7.240006,-2.34,KAT2B,lysine acetyltransferase 2B
A_23_P67980,2.34E-05,1.78E-07,6.52,7.235569,3.46,KLF7,Kruppel like factor 7
A_23_P48570,2.36E-05,1.80E-07,6.52,7.22368,5.48,DHRS2,dehydrogenase/reductase 2
A_23_P31615,2.36E-05,1.81E-07,-6.52,7.219386,-3.56,PMP2,peripheral myelin protein 2
A_24_P300302,2.37E-05,1.82E-07,-6.52,7.213782,-3.6,ZNF300P1,zinc finger protein 300 pseudogene 1
A_23_P31996,2.40E-05,1.85E-07,-6.51,7.19812,-3.06,SLC46A2,solute carrier family 46 member 2
A_24_P277576,2.47E-05,1.91E-07,6.5,7.166782,2.5,TRIP13,thyroid hormone receptor interactor 13
A_24_P133542,2.47E-05,1.91E-07,6.5,7.165556,2.55,PML,promyelocytic leukemia
A_24_P766204,2.47E-05,1.93E-07,-6.5,7.159347,-1.9,MAP3K1,mitogen-activated protein kinase kinase kinase 1
A_23_P167941,2.51E-05,1.96E-07,6.49,7.142439,4.33,TREM2,triggering receptor expressed on myeloid cells 2
A_23_P58642,2.52E-05,1.98E-07,-6.49,7.134089,-2.59,PITX1,paired like homeodomain 1
A_23_P216361,2.62E-05,2.05E-07,-6.47,7.096817,-3.45,COL14A1,collagen type XIV alpha 1 chain
A_23_P135755,2.63E-05,2.08E-07,-6.47,7.087184,-3.92,CXCR2,C-X-C motif chemokine receptor 2
A_24_P245838,2.80E-05,2.21E-07,-6.45,7.024608,-3.16,MGAT3,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"
A_24_P93316,2.83E-05,2.24E-07,-6.45,7.012551,-2.83,BMS1P20,"BMS1, ribosome biogenesis factor pseudogene 20"
A_32_P163469,2.84E-05,2.26E-07,6.44,7.006301,2.05,NFE2L1,"nuclear factor, erythroid 2 like 1"
A_23_P115872,2.88E-05,2.29E-07,6.44,6.990575,2.23,CEP55,centrosomal protein 55
A_23_P107673,2.90E-05,2.32E-07,-6.43,6.97879,-2.56,ZFP28,ZFP28 zinc finger protein
A_23_P36621,2.91E-05,2.33E-07,-6.43,6.97435,-3.21,GYS2,glycogen synthase 2
A_24_P12397,2.93E-05,2.35E-07,6.43,6.965213,4.52,TREM2,triggering receptor expressed on myeloid cells 2
A_24_P56363,2.94E-05,2.37E-07,-6.43,6.957564,-2.02,CAB39L,calcium binding protein 39 like
A_32_P38989,2.97E-05,2.41E-07,-6.42,6.94449,-3.24,CXCR2P1,C-X-C motif chemokine receptor 2 pseudogene 1
A_32_P154726,3.02E-05,2.45E-07,6.42,6.926507,3.14,,
A_24_P112447,3.03E-05,2.47E-07,6.41,6.920738,2.06,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7
A_23_P38735,3.04E-05,2.48E-07,-6.41,6.9137,-4.65,CDH19,cadherin 19
A_23_P117851,3.04E-05,2.49E-07,-6.41,6.912215,-4.21,CPLX3,complexin 3
A_23_P43649,3.11E-05,2.56E-07,-6.4,6.885564,-3.03,,
A_23_P93360,3.11E-05,2.57E-07,-6.4,6.882687,-2.16,AGER,advanced glycosylation end-product specific receptor
A_24_P941268,3.12E-05,2.58E-07,-6.4,6.875762,-2.1,CA5B,carbonic anhydrase 5B
A_23_P111092,3.12E-05,2.59E-07,-6.4,6.872906,-2.17,OR2H1,olfactory receptor family 2 subfamily H member 1
A_24_P107695,3.14E-05,2.61E-07,6.39,6.864237,2.38,ACTN1,actinin alpha 1
A_24_P365807,3.19E-05,2.67E-07,6.39,6.845521,1.78,EFNB1,ephrin B1
A_23_P56734,3.19E-05,2.67E-07,-6.39,6.845004,-2.86,HNMT,histamine N-methyltransferase
A_23_P134755,3.20E-05,2.68E-07,-6.38,6.839002,-2.13,TRPS1,transcriptional repressor GATA binding 1
A_23_P217570,3.20E-05,2.69E-07,-6.38,6.836492,-3.73,CAPN6,calpain 6
A_23_P431404,3.28E-05,2.77E-07,6.37,6.808666,2.51,TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
A_32_P162494,3.30E-05,2.79E-07,-6.37,6.801551,-5.18,,
A_24_P355006,3.30E-05,2.80E-07,-6.37,6.799054,-3.37,ADAM22,ADAM metallopeptidase domain 22
A_23_P96590,3.32E-05,2.83E-07,-6.37,6.78828,-2.53,GPRASP1,G protein-coupled receptor associated sorting protein 1
A_24_P234554,3.35E-05,2.86E-07,-6.36,6.778914,-3.15,,
A_32_P147090,3.40E-05,2.91E-07,6.36,6.76154,2.16,ARHGAP11A,Rho GTPase activating protein 11A
A_24_P406480,3.56E-05,3.06E-07,-6.34,6.713697,-2.37,LONRF1,LON peptidase N-terminal domain and ring finger 1
A_23_P136777,3.69E-05,3.18E-07,-6.33,6.674504,-3.54,APOD,apolipoprotein D
A_23_P110253,3.69E-05,3.19E-07,-6.33,6.672348,-2.97,KIT,KIT proto-oncogene receptor tyrosine kinase
A_23_P302470,3.69E-05,3.19E-07,-6.33,6.671873,-3.51,SULT1B1,sulfotransferase family 1B member 1
A_23_P422831,3.71E-05,3.22E-07,-6.32,6.662981,-4.99,FAM189A2,family with sequence similarity 189 member A2
A_23_P334328,3.80E-05,3.31E-07,-6.31,6.635716,-4.01,LAMB4,laminin subunit beta 4
A_24_P240166,3.80E-05,3.32E-07,6.31,6.633218,1.92,PHLDB2,pleckstrin homology like domain family B member 2
A_32_P143589,3.80E-05,3.33E-07,-6.31,6.629993,-6.31,CD177,CD177 molecule
A_23_P57118,3.80E-05,3.34E-07,-6.31,6.629423,-8.63,TGM3,transglutaminase 3
A_23_P54313,3.80E-05,3.34E-07,6.31,6.627419,1.83,CD276,CD276 molecule
A_24_P48248,3.82E-05,3.37E-07,6.31,6.619501,2.05,C17orf53,chromosome 17 open reading frame 53
A_23_P346900,3.85E-05,3.41E-07,-6.3,6.608844,-2.19,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
A_24_P124349,3.88E-05,3.44E-07,-6.3,6.598865,-3.3,PDGFD,platelet derived growth factor D
A_23_P358944,3.97E-05,3.53E-07,6.29,6.573806,1.9,PML,promyelocytic leukemia
A_23_P65240,3.99E-05,3.56E-07,6.29,6.565179,2.09,COL4A1,collagen type IV alpha 1 chain
A_23_P168629,4.07E-05,3.64E-07,6.28,6.544077,1.46,RBM28,RNA binding motif protein 28
A_24_P122337,4.13E-05,3.71E-07,-6.28,6.527261,-3.62,SYTL4,synaptotagmin like 4
A_23_P207201,4.14E-05,3.73E-07,-6.27,6.52187,-3.19,CD79B,CD79b molecule
A_23_P250102,4.15E-05,3.74E-07,-6.27,6.517576,-2.91,CAND2,cullin associated and neddylation dissociated 2 (putative)
A_24_P42501,4.17E-05,3.77E-07,6.27,6.511054,2.01,ACOT9,acyl-CoA thioesterase 9
A_23_P103601,4.20E-05,3.81E-07,-6.27,6.501707,-2.31,MAN1C1,mannosidase alpha class 1C member 1
A_23_P101642,4.24E-05,3.87E-07,6.26,6.486589,3.59,PTPRH,"protein tyrosine phosphatase, receptor type H"
A_24_P350686,4.24E-05,3.87E-07,-6.26,6.486568,-1.82,TIFA,TRAF interacting protein with forkhead associated domain
A_23_P148609,4.33E-05,3.96E-07,6.25,6.462817,4.38,PLAC1,placenta specific 1
A_23_P130573,4.34E-05,3.98E-07,-6.25,6.459814,-6.08,CEACAM7,carcinoembryonic antigen related cell adhesion molecule 7
A_23_P165783,4.35E-05,4.00E-07,-6.25,6.453797,-3.46,MLPH,melanophilin
A_24_P299474,4.35E-05,4.01E-07,6.25,6.451528,2.07,TENM2,teneurin transmembrane protein 2
A_23_P217938,4.38E-05,4.05E-07,-6.25,6.44246,-1.56,SPHAR,S-phase response (cyclin related)
A_23_P152995,4.41E-05,4.09E-07,-6.24,6.432704,-3.79,SLC6A4,solute carrier family 6 member 4
A_32_P43717,4.46E-05,4.14E-07,-6.24,6.420002,-3.23,FAM189A2,family with sequence similarity 189 member A2
A_24_P228149,4.56E-05,4.24E-07,-6.23,6.396813,-5.91,KRT13,keratin 13
A_23_P254165,4.62E-05,4.31E-07,-6.23,6.381635,-2.79,RAI2,retinoic acid induced 2
A_23_P138706,4.68E-05,4.39E-07,-6.22,6.363962,-3.96,ADRA2A,adrenoceptor alpha 2A
A_24_P11825,4.68E-05,4.39E-07,-6.22,6.363386,-3.76,CCR2,C-C motif chemokine receptor 2
A_24_P56310,4.74E-05,4.46E-07,-6.21,6.348353,-2.92,TNFRSF19,TNF receptor superfamily member 19
A_24_P930088,4.79E-05,4.52E-07,-6.21,6.335504,-3.4,C1orf132,chromosome 1 open reading frame 132
A_23_P353005,4.79E-05,4.55E-07,6.21,6.33051,1.9,RNF217,ring finger protein 217
A_23_P164057,4.79E-05,4.55E-07,-6.21,6.329969,-4.91,MFAP4,microfibrillar associated protein 4
A_23_P17307,4.79E-05,4.56E-07,6.21,6.328265,1.59,MRGBP,MRG/MORF4L binding protein
A_24_P20327,4.82E-05,4.61E-07,-6.2,6.316318,-3.27,KLF15,Kruppel like factor 15
A_23_P83028,4.82E-05,4.63E-07,-6.2,6.313438,-2.4,RECK,reversion inducing cysteine rich protein with kazal motifs
A_32_P10403,4.82E-05,4.64E-07,6.2,6.311456,3.05,SERPINE1,serpin family E member 1
A_24_P85099,4.82E-05,4.65E-07,6.2,6.309412,4.67,HMGA2,high mobility group AT-hook 2
A_23_P66319,4.82E-05,4.65E-07,6.2,6.308079,1.61,BCAR1,"BCAR1, Cas family scaffolding protein"
A_23_P401774,4.82E-05,4.66E-07,-6.2,6.307555,-4.83,ELMOD1,ELMO domain containing 1
A_24_P336417,4.88E-05,4.73E-07,6.2,6.29282,1.26,XPR1,xenotropic and polytropic retrovirus receptor 1
A_23_P169030,4.98E-05,4.84E-07,6.19,6.270545,2.6,TNFRSF10B,TNF receptor superfamily member 10b
A_23_P82420,5.01E-05,4.88E-07,6.18,6.26289,2.27,STX1A,syntaxin 1A
A_24_P72364,5.04E-05,4.92E-07,-6.18,6.25394,-5.3,C6orf15,chromosome 6 open reading frame 15
A_24_P355464,5.06E-05,4.95E-07,-6.18,6.248701,-3.19,GDF10,growth differentiation factor 10
A_32_P1166,5.21E-05,5.11E-07,-6.17,6.217287,-3.79,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5
A_24_P318990,5.22E-05,5.13E-07,-6.17,6.213312,-5.58,IGLL5,immunoglobulin lambda like polypeptide 5
A_24_P412156,5.31E-05,5.23E-07,-6.16,6.195308,-4.17,CXCL12,C-X-C motif chemokine ligand 12
A_32_P114483,5.31E-05,5.25E-07,6.16,6.192202,2.67,C6orf141,chromosome 6 open reading frame 141
A_23_P34452,5.31E-05,5.26E-07,-6.16,6.190661,-1.05E+01,LOR,loricrin
A_23_P104651,5.43E-05,5.39E-07,6.15,6.165986,2.04,CDCA5,cell division cycle associated 5
A_23_P209227,5.55E-05,5.53E-07,-6.14,6.141965,-3.49,CACNB4,calcium voltage-gated channel auxiliary subunit beta 4
A_24_P50281,5.62E-05,5.61E-07,6.14,6.128395,1.5,,
A_24_P335305,5.65E-05,5.65E-07,6.14,6.120217,2.18,OAS3,2'-5'-oligoadenylate synthetase 3
A_24_P381455,5.65E-05,5.67E-07,6.13,6.118161,2.51,DRAM1,DNA damage regulated autophagy modulator 1
A_23_P137046,5.78E-05,5.82E-07,-6.13,6.092271,-3.36,NYX,nyctalopin
A_23_P502363,5.78E-05,5.82E-07,-6.13,6.092162,-4.84,EYA1,EYA transcriptional coactivator and phosphatase 1
A_23_P4679,5.78E-05,5.84E-07,6.12,6.088932,1.6,ERF,ETS2 repressor factor
A_23_P143178,5.78E-05,5.85E-07,-6.12,6.086687,-2.82,LBP,lipopolysaccharide binding protein
A_23_P214360,5.79E-05,5.87E-07,-6.12,6.083843,-4.28,IRF4,interferon regulatory factor 4
A_23_P414343,5.85E-05,5.96E-07,6.12,6.069876,2.14,MT1H,metallothionein 1H
A_24_P538459,5.85E-05,5.97E-07,-6.12,6.067789,-5.4,,
A_23_P155815,5.88E-05,6.02E-07,6.11,6.059732,2.13,NCAPG,non-SMC condensin I complex subunit G
A_23_P217297,5.88E-05,6.03E-07,-6.11,6.057854,-3.11,ZNF711,zinc finger protein 711
A_23_P360804,5.88E-05,6.04E-07,-6.11,6.056722,-2.98,CPNE5,copine 5
A_24_P318897,5.97E-05,6.14E-07,-6.11,6.040316,-2.15,SNX21,sorting nexin family member 21
A_32_P27064,5.99E-05,6.19E-07,6.1,6.033137,4.08,,
A_24_P187174,5.99E-05,6.21E-07,6.1,6.029168,1.83,,
A_23_P85140,5.99E-05,6.23E-07,-6.1,6.026442,-2.02,TCEAL2,transcription elongation factor A like 2
A_23_P258410,5.99E-05,6.24E-07,6.1,6.024863,3.89,WNT7A,Wnt family member 7A
A_24_P80500,5.99E-05,6.25E-07,-6.1,6.023223,-2.45,BDH2,"3-hydroxybutyrate dehydrogenase, type 2"
A_23_P118815,5.99E-05,6.25E-07,6.1,6.023055,1.97,BIRC5,baculoviral IAP repeat containing 5
A_24_P165595,6.03E-05,6.31E-07,-6.1,6.013832,-1.76,ARL5A,ADP ribosylation factor like GTPase 5A
A_23_P7313,6.03E-05,6.32E-07,6.1,6.012439,4.94,SPP1,secreted phosphoprotein 1
A_23_P61487,6.05E-05,6.36E-07,-6.1,6.007289,-3.4,LRRC20,leucine rich repeat containing 20
A_24_P342829,6.07E-05,6.39E-07,-6.09,6.00153,-3.82,SLC16A14,solute carrier family 16 member 14
A_24_P341106,6.09E-05,6.43E-07,6.09,5.995362,2.29,,
A_24_P149704,6.17E-05,6.53E-07,6.09,5.980659,1.98,DAB2IP,DAB2 interacting protein
A_23_P94275,6.22E-05,6.60E-07,-6.08,5.971292,-3.93,DKK4,dickkopf WNT signaling pathway inhibitor 4
A_23_P427703,6.33E-05,6.73E-07,6.08,5.952136,2.38,MT1L,metallothionein 1L (gene/pseudogene)
A_23_P151267,6.41E-05,6.83E-07,6.07,5.937787,1.89,LIMA1,LIM domain and actin binding 1
A_23_P82162,6.41E-05,6.84E-07,-6.07,5.93595,-1.69,SMPD2,sphingomyelin phosphodiesterase 2
A_23_P140029,6.42E-05,6.87E-07,-6.07,5.932227,-1.76,UBL3,ubiquitin like 3
A_23_P49972,6.51E-05,6.98E-07,6.06,5.916524,2.21,CDC6,cell division cycle 6
A_23_P375104,6.52E-05,7.01E-07,6.06,5.912878,1.56,FANCI,Fanconi anemia complementation group I
A_23_P131308,6.52E-05,7.03E-07,-6.06,5.910446,-2.56,CYP27A1,cytochrome P450 family 27 subfamily A member 1
A_24_P120907,6.57E-05,7.10E-07,-6.06,5.899991,-3.22,PGM5,phosphoglucomutase 5
A_23_P111525,6.57E-05,7.12E-07,-6.06,5.897996,-2.89,BHLHA15,basic helix-loop-helix family member a15
A_23_P90542,6.57E-05,7.13E-07,-6.06,5.895797,-2.78,ZNF540,zinc finger protein 540
A_32_P213521,6.58E-05,7.17E-07,-6.06,5.890719,-3.34,EMCN,endomucin
A_23_P360924,6.58E-05,7.19E-07,-6.05,5.888783,-6.67,CLDN17,claudin 17
A_24_P361816,6.58E-05,7.19E-07,-6.05,5.888749,-5.09,IGLV6-57,immunoglobulin lambda variable 6-57
A_23_P94533,6.58E-05,7.21E-07,6.05,5.886152,2.38,CTSL,cathepsin L
A_24_P404822,6.68E-05,7.33E-07,6.05,5.870083,2.71,APLN,apelin
A_24_P142305,6.74E-05,7.42E-07,-6.04,5.858278,-3.85,HBA2,hemoglobin subunit alpha 2
A_23_P143029,6.87E-05,7.57E-07,6.04,5.837929,4.07,HOXD11,homeobox D11
A_24_P213794,6.90E-05,7.63E-07,6.03,5.831058,2.16,NOCT,nocturnin
A_23_P110686,6.99E-05,7.74E-07,6.03,5.817534,3.21,STC2,stanniocalcin 2
A_24_P289178,7.52E-05,8.35E-07,6,5.744254,1.99,C16orf74,chromosome 16 open reading frame 74
A_23_P122563,7.58E-05,8.44E-07,6,5.733711,1.61,PFDN6,prefoldin subunit 6
A_23_P24843,7.58E-05,8.46E-07,6,5.731533,2.06,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
A_24_P58579,7.58E-05,8.48E-07,6,5.728896,1.06,TPM3,tropomyosin 3
A_23_P52227,7.58E-05,8.48E-07,-6,5.728756,-3.57,GDF10,growth differentiation factor 10
A_23_P430068,7.64E-05,8.57E-07,6,5.718886,3.19,PDPN,podoplanin
A_24_P98109,7.71E-05,8.67E-07,5.99,5.708085,2.27,SNX10,sorting nexin 10
A_23_P211561,7.75E-05,8.75E-07,-5.99,5.698716,-3.71,MEI1,meiotic double-stranded break formation protein 1
A_23_P113572,7.75E-05,8.76E-07,-5.99,5.698034,-4.52,CD19,CD19 molecule
A_23_P110412,7.77E-05,8.80E-07,-5.99,5.69353,-2.81,TMEM150C,transmembrane protein 150C
A_24_P191781,7.77E-05,8.81E-07,-5.99,5.691999,-2.77,PARM1,prostate androgen-regulated mucin-like protein 1
A_24_P228130,7.84E-05,8.92E-07,5.98,5.680239,3.07,CCL3L3,C-C motif chemokine ligand 3 like 3
A_32_P36884,7.84E-05,8.93E-07,5.98,5.678707,1.73,,
A_23_P212354,7.91E-05,9.03E-07,-5.98,5.668523,-3.5,CCR2,C-C motif chemokine receptor 2
A_24_P944588,7.95E-05,9.10E-07,-5.98,5.661008,-3.24,ZNF682,zinc finger protein 682
A_23_P407565,8.10E-05,9.31E-07,-5.97,5.639433,-3.26,CX3CR1,C-X3-C motif chemokine receptor 1
A_32_P157213,8.10E-05,9.31E-07,-5.97,5.638808,-4.61,,
A_24_P48723,8.10E-05,9.33E-07,-5.97,5.636935,-4.14,PTGIS,prostaglandin I2 (prostacyclin) synthase
A_23_P7596,8.10E-05,9.34E-07,5.97,5.635455,1.67,MYO10,myosin X
A_32_P599,8.12E-05,9.39E-07,-5.97,5.631059,-2.74,,
A_23_P148879,8.26E-05,9.57E-07,-5.96,5.612658,-5.01,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
A_23_P94216,8.29E-05,9.64E-07,-5.96,5.605352,-2.21,LONRF1,LON peptidase N-terminal domain and ring finger 1
A_23_P138099,8.29E-05,9.67E-07,5.96,5.6021,2.4,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase"
A_32_P132194,8.29E-05,9.68E-07,-5.96,5.601836,-4.13,ATP2B2-IT2,ATP2B2 intronic transcript 2
A_23_P81660,8.29E-05,9.69E-07,-5.96,5.600686,-1.29,LMBRD1,LMBR1 domain containing 1
A_23_P399797,8.30E-05,9.72E-07,-5.95,5.597532,-2.5,SMAD5-AS1,SMAD5 antisense RNA 1
A_23_P73589,8.36E-05,9.81E-07,5.95,5.588724,1.64,MSN,moesin
A_23_P113311,8.37E-05,9.83E-07,-5.95,5.586095,-2.08,P4HTM,"prolyl 4-hydroxylase, transmembrane"
A_32_P31300,8.51E-05,1.00E-06,5.94,5.568072,4.35,,
A_32_P62863,8.51E-05,1.01E-06,5.94,5.565087,1.59,SCHIP1,schwannomin interacting protein 1
A_23_P405761,8.60E-05,1.02E-06,5.94,5.553456,2.21,RRAS2,related RAS viral (r-ras) oncogene homolog 2
A_24_P158089,8.61E-05,1.02E-06,5.94,5.550171,4.42,SERPINE1,serpin family E member 1
A_24_P335620,8.70E-05,1.03E-06,5.93,5.537886,2.13,SLC7A5,solute carrier family 7 member 5
A_23_P370682,8.80E-05,1.05E-06,5.93,5.525469,4.41,BATF2,basic leucine zipper ATF-like transcription factor 2
A_23_P151529,8.85E-05,1.06E-06,-5.93,5.517704,-2.8,,
A_23_P1904,8.98E-05,1.07E-06,-5.92,5.502294,-3.97,MS4A2,membrane spanning 4-domains A2
A_23_P106405,9.10E-05,1.09E-06,-5.92,5.48704,-2.68,NDN,"necdin, MAGE family member"
A_23_P20122,9.18E-05,1.10E-06,5.91,5.476705,1.97,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1"
A_23_P37736,9.18E-05,1.10E-06,-5.91,5.474936,-5.86,TNFRSF17,TNF receptor superfamily member 17
A_23_P303242,9.22E-05,1.11E-06,5.91,5.469016,2.01,MT1X,metallothionein 1X
A_23_P138465,9.27E-05,1.12E-06,5.91,5.461866,1.65,NOLC1,nucleolar and coiled-body phosphoprotein 1
A_23_P120667,9.28E-05,1.12E-06,-5.91,5.457228,-3.1,JAM2,junctional adhesion molecule 2
A_23_P421811,9.28E-05,1.12E-06,-5.91,5.456816,-2.79,MROH8,maestro heat like repeat family member 8
A_23_P46426,9.48E-05,1.15E-06,5.9,5.433848,2.02,CYR61,cysteine rich angiogenic inducer 61
A_24_P316965,9.50E-05,1.16E-06,5.9,5.429897,4.56,RSAD2,radical S-adenosyl methionine domain containing 2
A_23_P362191,9.62E-05,1.17E-06,-5.89,5.415504,-2.08,LINC00324,long intergenic non-protein coding RNA 324
A_23_P152262,9.67E-05,1.18E-06,-5.89,5.40913,-2.72,DPEP1,dipeptidase 1 (renal)
A_23_P54846,9.71E-05,1.19E-06,-5.89,5.402664,-1.47,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1
A_24_P467805,9.77E-05,1.20E-06,5.88,5.39388,2.03,,
A_23_P69497,9.77E-05,1.20E-06,-5.88,5.393102,-3.4,CLEC3B,C-type lectin domain family 3 member B
A_23_P205367,9.90E-05,1.22E-06,5.88,5.379056,4.15,PPP4R4,protein phosphatase 4 regulatory subunit 4
A_23_P66732,9.98E-05,1.23E-06,5.88,5.369046,2.27,GSG2,"germ cell associated 2, haspin"
A_32_P163996,1.01E-04,1.25E-06,-5.87,5.357581,-2.56,,
A_23_P140705,1.01E-04,1.25E-06,5.87,5.353503,1.78,KNSTRN,kinetochore localized astrin/SPAG5 binding protein
A_24_P96780,1.02E-04,1.26E-06,5.87,5.346097,2.02,CENPF,centromere protein F
A_24_P370952,1.02E-04,1.27E-06,-5.87,5.342024,-3.79,LAX1,lymphocyte transmembrane adaptor 1
A_32_P184448,1.02E-04,1.27E-06,-5.86,5.337895,-2.91,CCDC178,coiled-coil domain containing 178
A_23_P364504,1.02E-04,1.27E-06,5.86,5.336956,3.47,,
A_23_P59005,1.02E-04,1.28E-06,5.86,5.332974,1.81,TAP1,"transporter 1, ATP binding cassette subfamily B member"
A_24_P343929,1.02E-04,1.28E-06,5.86,5.33138,2.77,OAS2,2'-5'-oligoadenylate synthetase 2
